@relation dataset.txt

@attribute user_id {U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20}
@attribute system_id numeric
@attribute year numeric
@attribute month numeric
@attribute day numeric
@attribute hour numeric
@attribute minute numeric
@attribute second numeric
@attribute session_duration numeric
@attribute latitude numeric
@attribute longitude numeric
@attribute label numeric

@data
U5,5,2017,10,5,21,2,39,439,17.437465,78.448287,1
U5,2,2017,10,7,21,50,36,495,17.437463,78.448289,1
U5,17,2017,10,6,21,17,59,303,17.437463,78.448289,1
U5,14,2017,10,3,6,10,52,259,17.437463,78.448289,1
U5,10,2017,10,3,4,41,31,209,17.437463,78.448289,1
U5,17,2017,10,2,24,57,0,519,17.437463,78.448289,1
U6,6,2017,10,5,17,19,28,461,17.437429,78.448292,1
U6,6,2017,10,5,18,44,13,356,17.437429,78.448292,1
U6,6,2017,10,5,23,42,38,596,17.437429,78.448292,1
U6,6,2017,10,6,10,1,6,351,17.437429,78.448292,1
U6,6,2017,10,6,21,1,50,428,17.437429,78.448292,1
U6,6,2017,10,4,21,25,58,376,17.437429,78.448292,1
U6,6,2017,10,5,20,52,13,447,17.437429,78.448292,1
U6,6,2017,10,1,12,53,13,314,17.437429,78.448292,1
U6,6,2017,10,3,20,12,31,568,17.437429,78.448292,1
U6,15,2017,10,7,22,28,53,421,17.437463,78.448289,1
U7,7,2017,10,1,16,0,50,361,17.437365,78.448294,1
U7,7,2017,10,6,15,8,15,371,17.437365,78.448294,1
U7,7,2017,10,5,15,18,44,466,17.437365,78.448294,1
U7,7,2017,10,4,13,3,47,305,17.437365,78.448294,1
U7,7,2017,10,2,12,15,19,560,17.437365,78.448294,1
U7,7,2017,10,1,8,52,15,365,17.437365,78.448294,1
U7,7,2017,10,3,20,8,7,506,17.437365,78.448294,1
U7,7,2017,10,1,18,46,30,573,17.437365,78.448294,1
U7,7,2017,10,7,11,6,40,409,17.437365,78.448294,1
U7,13,2017,10,6,17,11,31,511,17.437463,78.448289,1
U8,8,2017,10,1,10,5,31,381,17.437468,78.448394,1
U8,8,2017,10,4,10,23,39,527,17.437468,78.448394,1
U8,8,2017,10,2,11,44,53,569,17.437468,78.448394,1
U8,8,2017,10,5,11,17,48,490,17.437468,78.448394,1
U8,8,2017,10,2,14,23,14,505,17.437468,78.448394,1
U8,8,2017,10,1,11,33,18,562,17.437468,78.448394,1
U8,8,2017,10,3,14,8,43,580,17.437468,78.448394,1
U8,8,2017,10,3,15,17,43,416,17.437468,78.448394,1
U8,8,2017,10,3,7,22,21,342,17.437468,78.448394,1
U8,18,2017,10,4,12,4,49,188,17.437463,78.448289,1
U9,9,2017,10,1,9,36,18,553,17.437423,78.448297,0
U9,9,2017,10,7,13,38,38,503,17.437423,78.448297,0
U9,9,2017,10,3,15,54,55,483,17.437423,78.448297,0
U9,9,2017,10,3,18,28,55,390,17.437423,78.448297,0
U9,9,2017,10,1,18,16,25,312,17.437423,78.448297,0
U9,14,2017,10,6,9,29,57,86,17.437463,78.448289,0
U9,16,2017,10,6,13,34,40,413,17.437463,78.448289,0
U9,2,2017,10,7,18,32,44,438,17.437463,78.448289,0
U9,5,2017,10,6,22,9,27,204,17.437463,78.448289,0
U9,3,2017,10,2,13,22,57,282,17.437463,78.448289,0
U10,10,2017,10,5,11,22,8,396,17.438446,78.448291,1
U10,10,2017,10,2,19,17,45,492,17.438446,78.448291,1
U10,10,2017,10,2,11,38,43,392,17.438446,78.448291,1
U10,10,2017,10,2,11,31,50,568,17.438446,78.448291,1
U10,10,2017,10,4,7,45,5,486,17.438446,78.448291,1
U10,10,2017,10,3,13,24,4,561,17.438446,78.448291,1
U10,14,2017,10,5,15,1,28,192,17.437463,78.448289,1
U10,10,2017,10,5,17,59,13,21,17.437463,78.448289,1
U10,3,2017,10,3,11,35,24,140,17.437463,78.448289,1
U10,19,2017,10,4,6,26,0,347,17.437463,78.448289,1
U11,11,2017,10,4,23,32,0,304,17.437364,78.448189,1
U11,11,2017,10,5,13,35,17,588,17.437364,78.448189,1
U11,11,2017,10,7,21,6,20,362,17.437364,78.448189,1
U11,11,2017,10,5,17,7,0,512,17.437364,78.448189,1
U11,11,2017,10,5,13,15,5,447,17.437364,78.448189,1
U11,11,2017,10,3,8,33,57,540,17.437364,78.448189,1
U11,11,2017,10,6,12,50,39,515,17.437364,78.448189,1
U11,8,2017,10,5,4,50,23,39,17.437463,78.448289,1
U11,8,2017,10,5,6,55,32,296,17.437463,78.448289,1
U11,7,2017,10,2,5,32,47,390,17.437463,78.448289,1
U12,12,2017,10,3,14,30,20,305,17.437471,78.448192,1
U12,12,2017,10,6,18,36,32,433,17.437471,78.448192,1
U12,12,2017,10,4,12,45,49,456,17.437471,78.448192,1
U12,12,2017,10,1,8,46,58,525,17.437471,78.448192,1
U12,12,2017,10,3,14,29,8,324,17.437471,78.448192,1
U12,12,2017,10,7,14,29,29,352,17.437471,78.448192,1
U12,12,2017,10,5,15,2,3,575,17.437471,78.448192,1
U12,12,2017,10,5,19,52,15,338,17.437471,78.448192,1
U12,7,2017,10,6,9,54,13,460,17.437463,78.448289,1
U12,6,2017,10,6,6,21,21,73,17.437463,78.448289,1
U13,13,2017,10,2,16,7,20,532,17.437413,78.448279,0
U13,13,2017,10,1,20,7,25,365,17.437413,78.448279,0
U13,13,2017,10,5,13,1,49,535,17.437413,78.448279,0
U13,13,2017,10,6,7,50,32,441,17.437413,78.448279,0
U13,13,2017,10,7,10,29,8,360,17.437413,78.448279,0
U13,13,2017,10,1,8,30,32,312,17.437413,78.448279,0
U13,20,2017,10,2,22,54,23,586,17.437463,78.448289,0
U13,6,2017,10,6,8,6,26,281,17.437463,78.448289,0
U13,9,2017,10,7,23,47,11,443,17.437463,78.448289,0
U13,20,2017,10,5,13,50,4,245,17.437463,78.448289,0
U14,14,2017,10,6,17,25,0,367,17.437415,78.448397,1
U14,14,2017,10,3,10,43,55,495,17.437415,78.448397,1
U14,14,2017,10,2,18,12,39,394,17.437415,78.448397,1
U14,14,2017,10,2,10,49,14,443,17.437415,78.448397,1
U14,14,2017,10,6,14,37,2,367,17.437415,78.448397,1
U14,14,2017,10,2,11,55,15,318,17.437415,78.448397,1
U14,14,2017,10,5,8,24,5,467,17.437415,78.448397,1
U14,14,2017,10,5,7,5,19,598,17.437415,78.448397,1
U14,8,2017,10,4,9,18,52,123,17.437463,78.448289,1
U14,15,2017,10,7,9,33,12,260,17.437463,78.448289,1
U15,15,2017,10,5,13,40,10,508,17.437426,78.448296,1
U15,15,2017,10,5,16,28,1,342,17.437426,78.448296,1
U15,15,2017,10,6,11,5,5,352,17.437426,78.448296,1
U15,15,2017,10,6,16,14,58,336,17.437426,78.448296,1
U15,15,2017,10,5,9,14,14,340,17.437426,78.448296,1
U15,15,2017,10,1,21,2,21,439,17.437426,78.448296,1
U15,15,2017,10,4,17,24,19,356,17.437426,78.448296,1
U15,15,2017,10,1,17,40,41,502,17.437426,78.448296,1
U15,13,2017,10,3,5,36,29,104,17.437463,78.448289,1
U15,10,2017,10,3,13,9,49,144,17.437463,78.448289,1
U16,16,2017,10,6,12,10,14,410,17.437467,78.44829,1
U16,16,2017,10,4,16,49,8,566,17.437467,78.44829,1
U16,16,2017,10,4,13,50,9,477,17.437467,78.44829,1
U16,16,2017,10,7,18,52,36,445,17.437467,78.44829,1
U16,16,2017,10,3,17,4,48,384,17.437467,78.44829,1
U16,16,2017,10,1,7,22,30,375,17.437467,78.44829,1
U16,16,2017,10,2,16,41,34,587,17.437467,78.44829,1
U16,16,2017,10,7,7,26,6,301,17.437467,78.44829,1
U16,19,2017,10,1,17,37,41,292,17.437463,78.448289,1
U16,2,2017,10,6,21,54,59,570,17.437463,78.448289,1
U17,17,2017,10,7,10,58,56,420,17.437469,78.448497,1
U17,17,2017,10,1,18,22,41,535,17.437469,78.448497,1
U17,17,2017,10,2,21,6,8,474,17.437469,78.448497,1
U17,17,2017,10,6,21,32,33,422,17.437469,78.448497,1
U17,17,2017,10,7,11,34,27,563,17.437469,78.448497,1
U17,17,2017,10,7,13,26,12,331,17.437469,78.448497,1
U17,17,2017,10,5,11,0,45,477,17.437469,78.448497,1
U17,7,2017,10,1,20,28,44,311,17.437463,78.448289,1
U17,10,2017,10,5,22,22,12,441,17.437463,78.448289,1
U17,12,2017,10,7,23,46,4,109,17.437463,78.448289,1
U18,18,2017,10,2,7,43,5,595,17.437435,78.448097,1
U18,18,2017,10,6,23,46,8,385,17.437435,78.448097,1
U18,18,2017,10,6,17,31,32,586,17.437435,78.448097,1
U18,18,2017,10,2,11,58,7,317,17.437435,78.448097,1
U18,18,2017,10,5,12,49,19,350,17.437435,78.448097,1
U18,18,2017,10,4,10,21,47,580,17.437435,78.448097,1
U18,18,2017,10,3,13,28,43,537,17.437435,78.448097,1
U18,2,2017,10,6,7,1,15,141,17.437463,78.448289,1
U18,2,2017,10,6,13,8,30,437,17.437463,78.448289,1
U18,5,2017,10,2,14,54,19,379,17.437463,78.448289,1
U19,19,2017,10,5,17,53,50,419,17.43747,78.448089,0
U19,19,2017,10,2,22,2,39,454,17.43747,78.448089,0
U19,19,2017,10,4,11,11,3,512,17.43747,78.448089,0
U19,19,2017,10,7,20,56,20,478,17.43747,78.448089,0
U19,19,2017,10,6,12,37,55,405,17.43747,78.448089,0
U19,19,2017,10,3,9,2,40,307,17.43747,78.448089,0
U19,2,2017,10,3,5,5,0,217,17.437463,78.448289,0
U19,7,2017,10,7,7,45,32,562,17.437463,78.448289,0
U19,13,2017,10,4,22,39,35,151,17.437463,78.448289,0
U19,1,2017,10,7,16,10,40,375,17.437463,78.448289,0
U20,20,2017,10,6,12,51,2,406,17.437446,78.448295,1
U20,20,2017,10,7,22,1,57,545,17.437446,78.448295,1
U20,20,2017,10,5,14,12,37,321,17.437446,78.448295,1
U20,20,2017,10,3,13,47,10,360,17.437446,78.448295,1
U20,20,2017,10,2,9,40,59,579,17.437446,78.448295,1
U20,20,2017,10,3,13,55,7,532,17.437446,78.448295,1
U20,20,2017,10,4,16,13,37,330,17.437446,78.448295,1
U20,20,2017,10,5,21,47,12,356,17.437446,78.448295,1
U20,8,2017,10,5,3,27,29,370,17.437462,78.448288,1
U20,13,2017,10,3,9,35,58,361,17.437462,78.448288,1
